1  4.89215e-06
3  2.5795e-05
5  6.98243e-05
7  0.000168112
9  0.000277963
11  0.000397598
13  0.000551479
15  0.000784078
17  0.000958417
19  0.00121503
21  0.00140761
23  0.00165488
25  0.00199288
27  0.00229175
29  0.00263776
31  0.00292995
33  0.00327952
35  0.00369802
37  0.004
39  0.00436513
41  0.00485346
43  0.00515988
45  0.00558194
47  0.00592262
49  0.00632466
51  0.00672448
53  0.00714788
55  0.00729019
57  0.00776873
59  0.00820814
61  0.00857016
63  0.00879431
65  0.00920703
67  0.00938448
69  0.00959217
71  0.0099066
73  0.0101886
75  0.0102526
77  0.0105879
79  0.010692
81  0.0108094
83  0.0109131
85  0.0110829
87  0.011034
89  0.0111746
91  0.0109686
93  0.0110994
95  0.011006
97  0.0109669
99  0.0109433
101  0.0106991
103  0.0106137
105  0.0102762
107  0.0101343
109  0.0100044
111  0.00967178
113  0.0093956
115  0.00909451
117  0.00880543
119  0.00841005
121  0.00822682
123  0.00787414
125  0.00740227
127  0.00704158
129  0.00673071
131  0.00639226
133  0.00607872
135  0.0054672
137  0.00512653
139  0.00476629
141  0.00448076
143  0.00399333
145  0.00367578
147  0.00327507
149  0.00300511
151  0.00262886
153  0.00230954
155  0.00202179
157  0.00168868
159  0.00146409
161  0.0011759
163  0.000938848
165  0.000740938
167  0.000560374
169  0.000417167
171  0.000265066
173  0.000161886
175  8.7614e-05
177  2.62397e-05
179  4.44741e-06
181  4.44741e-06
183  2.62397e-05
185  8.7614e-05
187  0.000161886
189  0.000265066
191  0.000417167
193  0.000559929
195  0.000741383
197  0.000938848
199  0.00117501
201  0.00146453
203  0.00168779
205  0.00202224
207  0.00230776
209  0.0026302
211  0.00300378
213  0.00327641
215  0.00367489
217  0.00399377
219  0.00447988
221  0.00476762
223  0.00512386
225  0.00546676
227  0.00607872
229  0.00639093
231  0.00673427
233  0.00704025
235  0.00740004
237  0.00787592
239  0.00822593
241  0.00841005
243  0.00880498
245  0.00909362
247  0.0093996
249  0.00966911
251  0.0100036
253  0.0101348
255  0.0102775
257  0.0106155
259  0.0106991
261  0.0109424
263  0.0109673
265  0.0110042
267  0.0111025
269  0.0109673
271  0.0111755
273  0.0110322
275  0.0110838
277  0.0109135
279  0.0108085
281  0.0106916
283  0.0105915
285  0.0102495
287  0.0101903
289  0.00990394
291  0.00959262
293  0.00938581
295  0.00920569
297  0.00879475
299  0.00856882
301  0.00820992
303  0.00777096
305  0.00728841
307  0.00714788
309  0.00672626
311  0.00632288
313  0.0059235
315  0.00558194
317  0.00515988
319  0.00485435
321  0.00436469
323  0.00399911
325  0.00369891
327  0.00327907
329  0.0029304
331  0.0026382
333  0.00229219
335  0.00199244
337  0.00165488
339  0.00140805
341  0.00121503
343  0.000957972
345  0.000784523
347  0.000551479
349  0.000397598
351  0.000277963
353  0.000168112
355  6.98243e-05
357  2.5795e-05
359  4.89215e-06
