0.1  8.89482e-07
0.3  8.89482e-07
0.5  4.44741e-06
0.7  1.42317e-05
0.9  3.73582e-05
1.1  3.11319e-05
1.3  3.82477e-05
1.5  7.3827e-05
1.7  7.64954e-05
1.9  8.71692e-05
2.1  0.000122748
2.3  0.000136091
2.5  0.000187681
2.7  0.000193907
2.9  0.000236602
3.1  0.000282855
3.3  0.00029264
3.5  0.000327329
3.7  0.000356682
3.9  0.000401156
4.1  0.000410051
4.3  0.000528352
4.5  0.000522126
4.7  0.000598621
4.9  0.000657327
5.1  0.000673338
5.3  0.000796086
5.5  0.000817434
5.7  0.000837892
5.9  0.00089304
6.1  0.000954414
6.3  0.00103891
6.5  0.00113231
6.7  0.00125595
6.9  0.00133244
7.1  0.00139293
7.3  0.00144007
7.5  0.00151924
7.7  0.00163131
7.9  0.00171937
8.1  0.00177274
8.3  0.00181099
8.5  0.00196398
8.7  0.00205915
8.9  0.00209117
9.1  0.00216144
9.3  0.00225039
9.5  0.00237581
9.7  0.00255281
9.9  0.00262219
10.1  0.00275206
10.3  0.00288815
10.5  0.00288459
10.7  0.0030447
10.9  0.00327952
11.1  0.003332
11.3  0.00342362
11.5  0.00354992
11.7  0.00368245
11.9  0.00376962
12.1  0.00399111
12.3  0.00401334
12.5  0.00413787
12.7  0.00426773
12.9  0.00450878
13.1  0.00455059
13.3  0.00474805
13.5  0.00482455
13.7  0.00504959
13.9  0.00507272
14.1  0.00540805
14.3  0.00544452
14.5  0.00554592
14.7  0.00585457
14.9  0.00585368
15.1  0.00598354
15.3  0.00630198
15.5  0.00631176
15.7  0.00647899
15.9  0.00665777
16.1  0.00679208
16.3  0.00697087
16.5  0.00716833
16.7  0.00719324
16.9  0.00758817
17.1  0.0076958
17.3  0.00782655
17.5  0.00816278
17.7  0.00816278
17.9  0.00836913
18.1  0.00872938
18.3  0.00874894
18.5  0.00903091
18.7  0.00923015
18.9  0.00935557
19.1  0.0095219
19.3  0.00990794
19.5  0.00977541
19.7  0.010141
19.9  0.0101196
20.1  0.0104648
20.3  0.0107663
20.5  0.0109175
20.7  0.0112368
20.9  0.0111674
21.1  0.0115046
21.3  0.0115588
21.5  0.0119004
21.7  0.0119182
21.9  0.0121903
22.1  0.0126582
22.3  0.0128993
22.5  0.0129313
22.7  0.0128237
22.9  0.0126493
23.1  0.0126724
23.3  0.012555
23.5  0.0127712
23.7  0.0125746
23.9  0.0120614
24.1  0.0121245
24.3  0.0120872
24.5  0.0119911
24.7  0.0118488
24.9  0.0117545
25.1  0.0114254
25.3  0.0112528
25.5  0.0113498
25.7  0.0110954
25.9  0.0110109
26.1  0.0108766
26.3  0.0107352
26.5  0.0105813
26.7  0.0103135
26.9  0.0102024
27.1  0.0100191
27.3  0.00996931
27.5  0.00969713
27.7  0.00955215
27.9  0.00933333
28.1  0.00897665
28.3  0.00885746
28.5  0.00865733
28.7  0.00844563
28.9  0.00838515
29.1  0.00812364
29.3  0.00790483
29.5  0.00767534
29.7  0.00737025
29.9  0.00730443
30.1  0.00683745
30.3  0.00607249
30.5  0.00530754
30.7  0.00481921
30.9  0.00461107
31.1  0.00420458
31.3  0.00398666
31.5  0.00382922
31.7  0.00363087
31.9  0.00358906
32.1  0.00341383
32.3  0.0033151
32.5  0.0031461
32.7  0.00288904
32.9  0.00282944
33.1  0.00265066
33.3  0.00260085
33.5  0.00249055
33.7  0.00242295
33.9  0.0022833
34.1  0.00215699
34.3  0.00214098
34.5  0.00192484
34.7  0.00179408
34.9  0.00173716
35.1  0.00160996
35.3  0.00149166
35.5  0.00145608
35.7  0.0013191
35.9  0.00131554
36.1  0.00122571
36.3  0.00110918
36.5  0.00103091
36.7  0.00101846
36.9  0.000900156
37.1  0.000917056
37.3  0.000834334
37.5  0.000757839
37.7  0.000723149
37.9  0.000621748
38.1  0.000622637
38.3  0.000603069
38.5  0.000547921
38.7  0.00051501
38.9  0.000479431
39.1  0.000402046
39.3  0.000386035
39.5  0.00037803
39.7  0.000375361
39.9  0.000305092
40.1  0.00027485
40.3  0.000273071
40.5  0.000220592
40.7  0.00020636
40.9  0.000193907
41.1  0.00018946
41.3  0.000163665
41.5  0.000128085
41.7  0.000128085
41.9  0.000112964
42.1  9.9622e-05
42.3  8.00534e-05
42.5  6.84901e-05
42.7  6.22637e-05
42.9  5.69268e-05
43.1  4.26951e-05
43.3  3.38003e-05
43.5  2.4016e-05
43.7  1.86791e-05
43.9  1.42317e-05
44.1  1.24527e-05
44.3  5.33689e-06
44.5  1.77896e-06
44.7  0
44.9  0
